Date,Mean_Wind_Speed,Wind_Direction,Average_Humidity,Average_Temperature,Minimum_Temperature,MaximumTemperature,Structure_Length,Latitude,Longitude,BridgeAge,AverageDailyTraffic,TotalPrecipitation,Mean_TOW,Mean_PH,Mean_Cl-,Mean_Annual_Corrosion_Rate,CorrosionDepth,AnnualRate,Wind-Induced Vibrations,Traffic Load,Structural Health,Vibration Risk,Corrosion Risk,Traffic Load Percentage,Traffic Load Risk,Structural Health Risk
1/11/2025,5.215773,158.7087,53.87774,15.3757,-18.84118,49.59258,1000,34.76984,-84.03099,25,6120,605.459,64,4.62,89.47,271.05,4.580567733520005,1.5839384960926137,1.8938980556123917,6120000,94.19803884004973,High,Critical,61.261261261261254,Critical,Critical
1/12/2025,9.017881,90.65637,42.82553,11.8204,-13.02303,36.66382,1000,34.76984,-84.03099,25,2424,383.3947,71,3.29,53.93,162.28,3.4767560301325586,1.2855806922917494,9.017289272250927,2424000,94.34126793786228,Critical,Moderate,24.264264264264266,Critical,Critical
1/13/2025,4.425223,86.97438,49.24336,14.32741,-19.75801,48.41284,1000,34.76984,-84.03099,25,2424,683.7919,1,6.33,26.16,170.05,2.8690777095981836,0.899608420805387,4.41905438393535,2424000,95.37670659697132,High,Low,24.264264264264266,Critical,Poor
1/14/2025,2.381291,184.7994,50.66506,16.90578,-14.99333,48.80489,1000,34.76984,-84.03099,25,3530,228.8219,70,3.83,29.7,486.85,5.874776193510797,1.7080349957975605,-0.19923644585162972,3530000,95.61543679043106,Moderate,Critical,35.33533533533533,Critical,Poor
1/15/2025,16.60163,94.60278,33.27788,15.55351,-16.02833,47.13535,1000,34.76984,-84.03099,25,3530,769.635,44,0.58,48.13,412.51,3.820893410588781,1.2326753051604946,16.54808951113999,3530000,92.40857950622386,Critical,Moderate,35.33533533533533,Critical,Critical
1/16/2025,17.77795,40.34489,50.53669,16.04413,-17.50009,49.58836,1000,34.76984,-84.03099,25,3530,344.1424,91,2.18,166.95,129.1,4.81527213974854,1.567002048343853,11.509215761550342,3530000,93.31605623318677,Critical,Critical,35.33533533533533,Critical,Critical
1/17/2025,6.739677,72.45647,70.89434,11.55195,-14.86604,37.96994,1000,34.76984,-84.03099,25,6323,793.9423,14,5.5,52.99,30.6,3.5779676807013825,1.132997215576452,6.42620260421072,6323000,93.34566031448492,Critical,Moderate,63.293293293293296,Critical,Critical
1/18/2025,9.162055,150.5986,62.55653,15.67721,-17.95338,49.30779,1000,34.76984,-84.03099,25,6323,663.6612,6,0.89,40.59,329.12,5.9477659765257584,1.468069748569106,4.4978822286987405,6323000,93.63080262968953,High,High,63.293293293293296,Critical,Critical
1/19/2025,1.163909,269.9388,44.81919,4.283713,-18.5615,27.12893,1000,34.76984,-84.03099,25,8234,715.5614,62,4.87,136.68,406.39,3.4185749336345,1.1883621511010114,-1.163908336032887,8234000,94.08267302187627,Moderate,Moderate,82.42242242242243,Critical,Critical
1/20/2025,2.553358,54.39297,60.35983,11.88094,-19.87857,43.64044,1000,34.76984,-84.03099,25,8234,397.9165,24,6.67,126.05,142.86,4.640681122961269,1.1835782655643152,2.0759549449873997,8234000,93.43613553133322,High,Moderate,82.42242242242243,Critical,Critical
1/21/2025,17.52703,62.01061,64.24364,14.65477,-18.06231,47.37184,1000,34.76984,-84.03099,25,6381,368.8705,45,0.3,177.51,399.16,4.17828650360774,1.6727155147182584,15.476972421379754,6381000,91.35039086130857,Critical,Critical,63.873873873873876,Critical,Critical
1/22/2025,0.4176903,119.6136,68.28017,9.895601,-18.90433,38.69553,1000,34.76984,-84.03099,25,6381,713.2383,22,1.76,184.29,215.2,2.611264178198347,1.1611313433757595,0.3631306158735398,6381000,94.52663447381256,High,Moderate,63.873873873873876,Critical,Critical
1/23/2025,19.37222,206.5852,40.06761,10.9125,-13.36508,35.19009,1000,34.76984,-84.03099,25,3122,647.2164,27,0.38,40.31,417.67,3.222942287290582,1.0141474615620714,-8.669612907378738,3122000,97.68087834300712,Low,Low,31.25125125125125,Critical,Good
1/24/2025,5.280348,291.4467,34.96231,14.53026,-18.335,47.39552,1000,34.76984,-84.03099,25,3122,564.8221,1,6.75,98.36,44.69,1.9683823215818805,0.8138046895574285,-4.914726708567962,3122000,96.99000393484636,Moderate,Low,31.25125125125125,Critical,Fair
1/25/2025,1.233151,328.6652,51.50052,7.881965,-16.18601,31.94994,1000,34.76984,-84.03099,25,3122,204.2901,25,8.92,48.87,365.05,1.8687980345449149,0.8597855038226613,-0.6412853706054233,3122000,96.12152142297428,Moderate,Low,31.25125125125125,Critical,Fair
1/26/2025,19.33458,216.2063,57.92908,14.96112,-19.64242,49.56466,1000,34.76984,-84.03099,25,6488,897.9562,79,8.96,171.99,248.15,4.185806264636092,1.304180566619554,-11.420828015765448,6488000,96.79771143316722,Low,High,64.94494494494495,Critical,Fair
1/27/2025,10.55173,39.19441,57.25402,10.62786,-18.75762,40.01334,1000,34.76984,-84.03099,25,6488,443.1468,24,7.27,144.15,274.96,3.4393486227976515,1.1711293817889548,6.668204741527397,6488000,93.21982023715783,Critical,Moderate,64.94494494494495,Critical,Critical
1/28/2025,6.185388,353.4541,25.39588,10.646,-19.42002,40.71202,1000,34.76984,-84.03099,25,8858,773.1315,21,7.4,146.82,225.5,1.9224041578269762,0.8284517635661698,-0.7051288745779295,8858000,93.84929024584574,Moderate,Low,88.66866866866867,Critical,Critical
1/29/2025,3.735414,185.5453,59.74101,15.78338,-16.72011,48.28687,1000,34.76984,-84.03099,25,8858,681.0735,85,0.8,6.55,475.41,6.389141645672637,1.7776963713035043,-0.36096320285614863,8858000,93.49568372918017,Moderate,Critical,88.66866866866867,Critical,Critical
1/30/2025,7.796136,235.4687,57.66005,10.92189,-15.60478,37.44856,1000,34.76984,-84.03099,25,8858,157.891,0,4.39,87.72,270.8,2.8036615048416222,0.8902666762622025,-6.422586601169446,8858000,94.97423731735523,Low,Low,88.66866866866867,Critical,Poor
1/31/2025,8.259982,283.7961,52.77799,3.020364,-19.09617,25.1369,1000,34.76984,-84.03099,25,8858,700.2379,11,8.23,83.0,256.14,1.7661834137062593,0.7042647240285017,-8.021685765899656,8858000,95.34985773597138,Low,Low,88.66866866866867,Critical,Poor
2/1/2025,3.508618,125.3445,40.91092,10.34851,-18.83655,39.53357,1000,34.76984,-84.03099,25,8858,468.99,88,0.5,108.97,302.96,5.239066369193519,1.7813179169637536,2.8619394882687317,8858000,92.85001672725713,High,Critical,88.66866866866867,Critical,Critical
2/2/2025,5.811237,120.6769,37.43708,15.62124,-18.26563,49.50811,1000,34.76984,-84.03099,25,3455,664.9738,56,7.85,45.91,383.98,4.18684600243283,1.2832126670758426,4.99800109162056,3455000,94.73343598155313,High,Moderate,34.58458458458458,Critical,Poor
2/3/2025,14.54297,12.84576,60.72816,13.87773,-19.83978,47.59523,1000,34.76984,-84.03099,25,3455,636.3865,43,7.39,80.03,227.28,2.447028719008826,1.2866989158077966,3.233298414381004,3455000,95.08533064238146,High,Moderate,34.58458458458458,Critical,Poor
2/4/2025,15.95229,117.3683,54.62992,15.72679,-17.60704,49.06061,1000,34.76984,-84.03099,25,4315,797.2743,17,6.04,128.21,417.69,3.965638502711256,1.4111291438745248,14.166748005787376,4315000,92.51731165568016,Critical,High,43.19319319319319,Critical,Critical
2/5/2025,17.40484,179.9336,55.13917,8.960043,-19.68442,37.6045,1000,34.76984,-84.03099,25,4315,420.2444,44,9.26,190.9,139.68,2.6225131806523154,1.3371253784747124,0.020170440600203683,4315000,95.36882829833755,Moderate,High,43.19319319319319,Critical,Poor
2/6/2025,12.18948,91.0108,57.11372,15.30427,-17.91292,48.52146,1000,34.76984,-84.03099,25,6126,696.1356,22,8.11,47.63,418.59,3.6073438710107153,1.3327454517645756,12.187583166892626,6126000,92.2122597310921,Critical,High,61.32132132132132,Critical,Critical
2/7/2025,12.98635,257.5296,31.29055,14.49499,-17.96196,46.95194,1000,34.76984,-84.03099,25,6126,676.1202,67,8.18,48.5,111.34,3.0879011492003854,1.199418556690069,-12.679972048077044,6126000,97.22576884260839,Low,Moderate,61.32132132132132,Critical,Good
2/8/2025,0.7890439,327.0266,78.29924,16.84563,-15.71641,49.40767,1000,34.76984,-84.03099,25,6126,315.28,81,8.48,163.9,111.93,5.999973564195541,2.124579121287024,-0.42943684050172914,6126000,94.49811363171423,Moderate,Critical,61.32132132132132,Critical,Critical
2/9/2025,17.50532,283.2246,50.95085,14.4189,-19.66593,48.50373,1000,34.76984,-84.03099,25,9167,896.3483,29,4.84,35.29,337.42,2.0609141295202837,1.0705592936031552,-17.04109240086754,9167000,96.92025069209257,Low,Low,91.76176176176176,Critical,Fair
2/10/2025,17.40249,178.1355,43.78397,14.88136,-18.78633,48.54905,1000,34.76984,-84.03099,25,9167,225.7281,40,1.88,72.75,494.52,2.6318442936276787,1.1536220678485196,0.5662060367350592,9167000,93.37387217229843,High,Moderate,91.76176176176176,Critical,Critical
2/11/2025,0.5035543,13.87809,68.95209,18.91818,-11.99135,49.82771,1000,34.76984,-84.03099,25,5489,437.3355,99,7.31,19.84,407.62,6.6295575821953765,2.2554996174602704,0.12078093377424172,5489000,94.60359392800707,High,Critical,54.94494494494494,Critical,Critical
2/12/2025,11.255,322.5502,43.95057,3.783905,-17.31268,24.88049,1000,34.76984,-84.03099,25,5489,313.5405,82,8.72,136.99,188.88,4.639508387210321,1.6058471981958824,-6.843783896060353,5489000,96.1914026197533,Low,Critical,54.94494494494494,Critical,Fair
2/13/2025,4.052081,127.7653,65.71636,12.13964,-18.22595,42.50524,1000,34.76984,-84.03099,25,3473,434.7752,38,4.71,46.97,454.87,3.7433092140299102,1.378665329055381,3.203275635362095,3473000,95.05654527421096,High,High,34.76476476476476,Critical,Poor
2/14/2025,15.13876,197.0702,43.95991,14.00051,-19.7897,47.79072,1000,34.76984,-84.03099,25,3473,579.3479,47,9.41,134.6,176.96,3.74223567814704,1.269960700108085,-4.443879596918599,3473000,96.61858770935129,Moderate,Moderate,34.76476476476476,Critical,Fair
2/15/2025,4.118333,89.94185,47.75245,10.52551,-18.1013,39.15232,1000,34.76984,-84.03099,25,3473,662.056,28,6.43,72.59,93.86,4.165875589939148,1.5108185863428505,4.1183308789759145,3473000,94.83388824830196,High,High,34.76476476476476,Critical,Poor
2/16/2025,18.13606,262.5016,41.70562,9.584179,-12.38693,31.55529,1000,34.76984,-84.03099,25,9891,865.0956,24,4.07,173.34,13.07,2.5072769093138993,1.0507827444592346,-17.980969591112242,9891000,96.82455909488468,Low,Low,99.009009009009,Critical,Fair
2/17/2025,0.6995487,328.8129,66.31258,15.45547,-18.93934,49.85028,1000,34.76984,-84.03099,25,9891,861.6725,91,8.23,0.24,40.88,4.215861210780872,1.6774361752649192,-0.36225039052937885,9891000,93.1128192255264,Moderate,Critical,99.009009009009,Critical,Critical
2/18/2025,0.1824522,147.0318,56.17878,3.410873,-18.61484,25.43659,1000,34.76984,-84.03099,25,2784,395.8653,28,7.1,131.74,464.3,3.986879507981498,1.1395467424759083,0.0992856479978654,2784000,96.02467884765765,High,Moderate,27.86786786786787,Critical,Poor
2/19/2025,1.456907,137.9529,51.30252,6.375842,-18.05904,30.81073,1000,34.76984,-84.03099,25,2784,425.7786,10,5.63,66.58,440.61,3.6263195279525577,1.006240215362675,0.9757507626102213,2784000,95.88937778286915,High,Low,27.86786786786787,Critical,Poor
2/20/2025,15.91038,278.8821,47.56694,13.12044,-18.31435,44.55523,1000,34.76984,-84.03099,25,7278,631.0322,75,8.56,93.38,468.76,3.8608658934767264,1.5026535916851669,-15.719585129257194,7278000,97.28192094834588,Low,High,72.85285285285286,Critical,Good
2/21/2025,11.6654,225.2864,34.59456,6.321735,-18.95628,31.59975,1000,34.76984,-84.03099,25,7278,762.6199,26,8.82,84.55,441.76,2.1892805387452694,0.7895336117775243,-8.289812280610242,7278000,96.0099023725888,Low,Low,72.85285285285286,Critical,Poor
2/22/2025,17.01918,287.1546,16.853,15.40281,-18.66734,49.47297,1000,34.76984,-84.03099,25,7278,157.0732,100,4.82,135.82,443.79,4.295119069953524,1.538941362114475,-16.262037105685636,7278000,97.37952501250278,Low,High,72.85285285285286,Critical,Good
2/23/2025,16.61606,281.6343,71.66016,10.96005,-16.53088,38.45098,1000,34.76984,-84.03099,25,3727,556.1677,95,8.84,186.28,472.27,7.651483607193372,2.0045440603679676,-16.27467804910302,3727000,98.66277239171022,Low,Critical,37.307307307307305,Critical,Good
2/24/2025,17.33418,197.2832,62.31784,10.07031,-16.1181,36.25873,1000,34.76984,-84.03099,25,3727,292.6968,63,9.9,98.08,376.33,3.191048698777609,1.3185657074138983,-5.149896661071788,3727000,96.64360961999019,Moderate,High,37.307307307307305,Critical,Fair
2/25/2025,5.502209,213.2231,36.06746,16.94912,-14.74094,48.63917,1000,34.76984,-84.03099,25,2416,689.715,45,9.85,77.65,442.46,3.6584774765712513,1.2365856145973357,-3.0146632720254734,2416000,96.7655569700259,Moderate,Moderate,24.184184184184186,Critical,Fair
2/26/2025,19.66347,265.4667,46.16504,3.713907,-19.44537,26.87318,1000,34.76984,-84.03099,25,2416,510.7092,87,9.77,35.65,286.02,4.3627909927392965,1.4729444988519647,-19.60195411924587,2416000,100.01210747419358,Low,High,24.184184184184186,Critical,Good
2/27/2025,0.7501101,96.13168,40.66653,10.58064,-18.6339,39.79517,1000,34.76984,-84.03099,25,3696,461.4156,4,6.98,110.73,217.21,2.8712378136347447,0.8614615059054176,0.7458187475556702,3696000,95.61399779871724,High,Low,36.996996996997,Critical,Poor
2/28/2025,1.822371,49.41925,63.22636,17.26116,-12.41572,46.93805,1000,34.76984,-84.03099,25,3696,123.8921,45,7.19,176.97,90.58,4.025763494141492,1.2421714727846114,1.384072384805821,3696000,95.37213408120346,High,Moderate,36.996996996997,Critical,Poor
3/1/2025,3.309891,113.8202,50.10549,14.01888,-16.32706,44.36481,1000,34.76984,-84.03099,25,3696,760.9043,57,5.61,55.04,459.42,3.6173904876060368,1.1189119241353882,3.027945675242335,3696000,95.08033728771092,High,Moderate,36.996996996997,Critical,Poor
3/2/2025,14.58002,265.5773,65.27964,10.16783,-19.84544,40.18111,1000,34.76984,-84.03099,25,2830,435.0634,18,5.12,145.49,349.84,4.200710652863951,1.2775978333768505,-14.536604763659,2830000,98.89204160271875,Low,Moderate,28.32832832832833,Critical,Good
3/3/2025,4.116383,143.1281,37.31738,15.42764,-17.6711,48.52638,1000,34.76984,-84.03099,25,2830,471.6906,60,1.44,153.75,464.76,4.195068928242592,1.567328976209223,2.469944884896731,2830000,95.40381233015789,High,Critical,28.32832832832833,Critical,Poor
3/4/2025,4.472868,249.9201,56.50206,15.17781,-16.72667,47.08229,1000,34.76984,-84.03099,25,3003,410.6465,21,9.24,107.74,299.85,2.9108827557997348,1.2610679593469316,-4.200983618154203,3003000,96.76067633582676,Moderate,Moderate,30.060060060060064,Critical,Fair
3/5/2025,7.44131,124.9063,45.9228,6.370559,-18.16196,30.90307,1000,34.76984,-84.03099,25,3003,484.1843,92,8.18,11.71,242.43,3.185114554853107,1.469325754930237,6.102536180362047,3003000,94.63749503744852,Critical,High,30.060060060060064,Critical,Critical
3/6/2025,6.389007,159.8682,49.0439,13.3747,-18.02707,44.77646,1000,34.76984,-84.03099,25,9012,587.0005,20,2.63,193.02,359.32,3.4801221271342992,1.1511084038033947,2.1989738774522896,9012000,93.11007270336853,High,Moderate,90.2102102102102,Critical,Critical
3/7/2025,15.37035,236.9761,45.61302,11.50107,-15.3836,38.38574,1000,34.76984,-84.03099,25,9012,540.702,86,1.2,49.38,36.77,6.871039637404538,1.8633791380072604,-12.887167094451296,9012000,95.91361967748809,Low,Critical,90.2102102102102,Critical,Poor
3/8/2025,10.18216,193.7635,30.2486,12.76747,-17.16855,42.70348,1000,34.76984,-84.03099,25,9012,564.3115,34,0.1,75.85,476.04,2.4463960599943477,0.9986713415449088,-2.422486079467865,9012000,94.0800958134301,Moderate,Low,90.2102102102102,Critical,Critical
3/9/2025,4.529018,78.85123,29.55497,11.33596,-17.78813,40.46006,1000,34.76984,-84.03099,25,1794,448.3319,55,1.29,78.54,391.96,4.754092672973366,1.2859538378210968,4.443548339645501,1794000,95.50790418072457,High,Moderate,17.957957957957955,High,Poor
3/10/2025,8.048352,14.50122,42.8636,13.68896,-19.60731,46.98524,1000,34.76984,-84.03099,25,1794,596.7391,89,5.71,34.12,452.87,3.555414918950958,1.4930915749691531,2.015312320973118,1794000,95.93141006331463,High,High,17.957957957957955,High,Poor
3/11/2025,8.394722,158.4455,43.43794,12.54055,-15.79869,40.87979,1000,34.76984,-84.03099,25,6077,498.7061,7,5.88,168.41,160.43,2.3899376150167884,0.9327641951502605,3.0841039924158316,6077000,94.17254994297176,High,Low,60.83083083083083,Critical,Critical
3/12/2025,19.31357,241.074,47.71468,11.18116,-19.74505,42.10737,1000,34.76984,-84.03099,25,6077,653.3929,77,0.51,147.52,387.65,3.246786901145379,1.3169750259887172,-16.904108090825652,6077000,98.05492911036852,Low,High,60.83083083083083,Critical,Good
3/13/2025,17.0505,138.7114,52.36353,7.691953,-14.2399,29.62381,1000,34.76984,-84.03099,25,2137,564.5643,19,6.89,32.73,31.36,3.0622556667880265,0.9272360529313489,11.250809556304397,2137000,94.11686727285972,Critical,Low,21.39139139139139,Critical,Critical
3/14/2025,2.925503,334.3032,60.49462,14.77642,-18.96173,48.51458,1000,34.76984,-84.03099,25,2137,367.6223,100,8.29,148.71,160.75,6.864995673605247,1.8506868753167938,-1.2685237231642996,2137000,96.34369868203783,Moderate,Critical,21.39139139139139,Critical,Fair
3/15/2025,1.285551,181.6684,50.17379,10.68402,-15.00543,36.37347,1000,34.76984,-84.03099,25,9445,508.7306,78,6.73,17.54,493.22,4.021898555561538,1.3486064959196409,-0.0374287637642526,9445000,93.32490380397695,Moderate,High,94.54454454454454,Critical,Critical
3/16/2025,6.816486,236.3128,66.5942,10.9467,-9.525925,31.41933,1000,34.76984,-84.03099,25,9445,222.559,34,7.38,97.43,70.27,4.918959010312106,1.2385287139884529,-5.671848411475108,9445000,94.48481106809848,Low,Moderate,94.54454454454454,Critical,Critical
3/17/2025,8.941351,234.2384,47.82072,14.68937,-17.30745,46.68619,1000,34.76984,-84.03099,25,9445,334.2441,55,2.57,95.29,122.59,3.517432524122064,1.4027894712939195,-7.25551004868121,9445000,94.75226516834806,Low,High,94.54454454454454,Critical,Poor
3/18/2025,12.13662,302.4113,36.61612,14.35584,-18.08751,46.79919,1000,34.76984,-84.03099,25,4519,256.3153,12,3.86,173.71,90.78,2.182290871318849,0.826624439506234,-10.246004427031325,4519000,97.4936135535544,Low,Low,45.23523523523523,Critical,Good
3/19/2025,13.03185,20.12541,39.5687,15.17416,-18.04428,48.3926,1000,34.76984,-84.03099,25,4519,537.8455,21,3.89,173.85,390.13,2.4148059272673073,1.0820883884676713,4.483948618485109,4519000,94.47098375976267,High,Moderate,45.23523523523523,Critical,Critical
3/20/2025,1.329954,146.3947,50.67816,17.19723,-13.92777,48.32223,1000,34.76984,-84.03099,25,3566,746.278,37,4.61,44.78,83.11,3.43479169429536,1.4815141695818264,0.7360877706393647,3566000,95.48192819499758,High,High,35.6956956956957,Critical,Poor
3/21/2025,12.89253,11.52346,45.27467,13.92743,-12.67716,40.53202,1000,34.76984,-84.03099,25,3566,431.3741,88,5.01,61.04,366.78,3.787377848942537,1.4281007528546525,2.57552978550978,3566000,95.13006381704164,High,High,35.6956956956957,Critical,Poor
3/22/2025,11.44514,16.37383,39.42009,11.07414,-18.58294,40.73122,1000,34.76984,-84.03099,25,2147,840.6129,93,6.52,11.12,407.35,5.472001763532317,1.7653349392979065,3.2264222564632674,2147000,95.46631506691797,High,Critical,21.49149149149149,Critical,Poor
3/23/2025,16.5179,322.3587,45.02924,15.2866,-15.46752,46.04073,1000,34.76984,-84.03099,25,2147,539.2311,100,1.98,55.62,451.78,4.179231571046718,1.374495039266012,-10.087747539866852,2147000,98.24640099619357,Low,High,21.49149149149149,Critical,Good
3/24/2025,5.291992,48.07214,53.73514,12.88191,-19.67183,45.43565,1000,34.76984,-84.03099,25,2147,504.7055,56,7.93,158.28,208.06,2.8684906118932987,1.2663287672575612,3.9371717995610145,2147000,95.47386700991053,High,Moderate,21.49149149149149,Critical,Poor
3/25/2025,3.847401,95.14463,38.06166,15.33662,-12.79414,43.46738,1000,34.76984,-84.03099,25,3275,472.7815,12,9.59,123.53,210.69,2.1758023577800554,0.739810416524265,3.8319018215637684,3275000,95.20167651072997,High,Low,32.78278278278278,Critical,Poor
3/26/2025,5.242511,152.0459,36.87315,17.31033,-13.74273,48.36338,1000,34.76984,-84.03099,25,3275,255.559,43,5.44,18.21,7.43,2.2982129563222653,1.0208994495570527,2.457500832639727,3275000,95.39222999860493,High,Low,32.78278278278278,Critical,Poor
3/27/2025,19.44945,122.0173,46.94748,11.32862,-19.4551,42.11234,1000,34.76984,-84.03099,25,1551,144.7578,42,1.4,86.85,142.46,2.991593524510625,1.0511375408093806,16.490956285407993,1551000,93.26606748067559,Critical,Low,15.525525525525524,High,Critical
3/28/2025,6.457768,232.3984,60.16462,13.68546,-18.08675,45.45767,1000,34.76984,-84.03099,25,1551,416.1825,21,5.79,1.17,87.68,3.4982838180417355,1.2483523954562195,-5.116312673127119,1551000,97.52835681598856,Moderate,Moderate,15.525525525525524,High,Good
3/29/2025,19.18715,160.3016,54.39371,13.73044,-17.54282,45.00371,1000,34.76984,-84.03099,25,5780,603.9358,31,5.22,19.36,433.96,2.5236886991104903,0.8376973343197937,6.467392839275289,5780000,93.643212231849,Critical,Low,57.85785785785785,Critical,Critical
3/30/2025,10.55728,214.2716,48.46433,12.9164,-17.97889,43.81169,1000,34.76984,-84.03099,25,5780,36.0871,5,4.53,141.62,486.23,2.6697392119613688,1.0169872331666387,-5.944978612613885,5780000,96.07189955257279,Low,Low,57.85785785785785,Critical,Fair
3/31/2025,8.129934,225.2177,42.16978,14.0142,-19.99119,48.01959,1000,34.76984,-84.03099,25,5780,265.7083,41,5.8,5.62,113.28,4.532084011003327,1.275943136338945,-5.770532688116997,5780000,95.95932359672172,Low,Moderate,57.85785785785785,Critical,Poor
4/1/2025,8.725101,201.0351,34.42668,13.34414,-18.49885,45.18713,1000,34.76984,-84.03099,25,7101,558.6218,29,2.42,9.46,303.01,2.647563757008817,0.8860012161452793,-3.1317860384411307,7101000,95.02015684284464,Moderate,Low,71.08108108108108,Critical,Poor
4/2/2025,7.502862,310.9268,35.76315,13.18787,-17.59626,43.97201,1000,34.76984,-84.03099,25,7101,734.3524,61,3.79,166.33,114.15,3.3301455777740454,1.1724607383431709,-5.668765870617457,7101000,95.44161495262054,Low,Moderate,71.08108108108108,Critical,Poor
4/3/2025,19.53041,167.1407,31.55035,16.61535,-15.55948,48.79019,1000,34.76984,-84.03099,25,9660,325.6008,42,5.55,16.48,491.61,3.151304171480866,1.3756363530587412,4.3466419402297705,9660000,92.35398070603642,High,High,96.69669669669669,Critical,Critical
4/4/2025,17.40427,134.1205,40.90574,12.33896,-12.46292,37.14085,1000,34.76984,-84.03099,25,9660,401.1628,34,0.03,109.45,389.74,3.0510681869228393,1.28736894828686,12.494129649908658,9660000,90.7509633855322,Critical,Moderate,96.69669669669669,Critical,Critical
4/5/2025,5.082463,6.779079,55.4033,16.23546,-17.28971,49.76062,1000,34.76984,-84.03099,25,3766,670.8085,12,1.39,192.89,119.69,3.204204172542891,1.0096584357089682,0.5999409903595436,3766000,95.5707142712154,High,Low,37.6976976976977,Critical,Poor
4/6/2025,10.86808,115.3328,52.33544,10.80136,-10.20071,31.80342,1000,34.76984,-84.03099,25,3766,739.3178,91,9.48,12.93,40.83,4.186610620069863,1.5585306201753368,9.82298100480171,3766000,93.56144461298706,Critical,Critical,37.6976976976977,Critical,Critical
4/7/2025,1.164274,16.54284,69.45258,13.76761,-19.79498,47.3302,1000,34.76984,-84.03099,25,3766,431.1442,79,3.15,12.52,138.08,3.93888267031988,1.4896967947425297,0.33150626698118135,3766000,95.48038970818101,High,High,37.6976976976977,Critical,Poor
4/8/2025,0.943296,332.9229,64.21724,13.7121,-19.46934,46.89354,1000,34.76984,-84.03099,25,8686,113.0641,68,6.35,133.49,407.99,4.577371017596791,1.5925082766812422,-0.42937802920953394,8686000,93.63372312283754,Moderate,Critical,86.94694694694695,Critical,Critical
4/9/2025,17.18764,304.2359,51.54141,14.73597,-19.87591,49.34785,1000,34.76984,-84.03099,25,8686,452.8069,98,1.99,169.55,461.81,6.200045912275647,2.15489810013706,-14.209507118809347,8686000,96.22103199372076,Low,Critical,86.94694694694695,Critical,Fair
